Trfs,Ester_24h_CNT_F_S_S5_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_S_S6_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S17_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S18_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_S_S7_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S19_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S20_R1_001.flexbar_q.fastq,Ester_24h_PS_F_S_S8_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S1_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S2_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S13_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S14_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S3_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S4_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S15_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S16_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S10_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S9_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S21_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S22_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S11_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S12_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S23_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S24_R1_001.flexbar_q.fastq
tRF-31-86V8WPMN1E8Y0,365.59,226.27,2957.92,325.99,642.06,1371.7,851.09,327.27,506.75,684.42,983.69,505.08,1935.56,1403.0,812.83,6123.63,2289.01,1801.62,871.2,632.66,3854.37,1388.44,1781.06,403.25
tRF-31-87R8WP9I1EWJ0,355.44,215.87,559.91,512.27,181.45,454.05,472.83,292.21,361.25,236.44,496.01,1047.22,576.37,392.66,357.41,529.06,300.58,179.44,202.02,309.6,500.98,233.05,364.75,305.16
tRF-31-87R8WP9N1EWJ0,224117.88,134511.35,255574.38,155031.9,95569.76,206098.55,239507.56,152638.06,172928.33,152190.14,241665.76,336190.8,392050.38,287832.96,164940.13,267319.7,197168.41,125223.41,137675.03,87724.97,317008.01,184207.29,205742.09,122358.45
tRF-31-897PVP941QKSD,66.01,7.8,5.66,23.29,0.0,33.46,28.02,3.9,30.1,6.22,12.5,13.9,23.82,4.41,28.82,65.15,33.4,21.53,6.31,13.46,37.65,4.92,3.88,10.9
tRF-31-897PVP9N1QKSD,10.16,10.4,25.45,0.0,27.92,47.79,10.51,0.0,25.09,15.56,25.01,9.27,31.1,11.03,11.53,45.4,15.41,28.71,0.0,0.0,65.16,14.77,23.28,0.0
tRF-31-FP18LPMBQ4NKD,35.54,57.22,31.11,34.93,41.87,66.91,98.07,23.38,120.42,62.22,45.85,143.65,50.29,66.18,74.94,63.17,102.76,57.42,75.76,67.3,108.59,42.67,58.2,54.49
tRF-31-FSXMSL73VL4YD,147.25,20.81,559.91,34.93,55.83,234.19,63.04,35.07,180.62,84.0,108.37,13.9,175.36,88.24,40.35,807.4,208.09,14.36,50.5,40.38,412.66,123.09,287.14,32.7
tRF-31-K84J83ML5FX2D,20.31,10.4,16.97,46.57,41.87,9.56,17.51,35.07,20.07,21.78,41.68,18.53,13.23,26.47,34.59,13.82,2.57,14.36,12.63,13.46,5.79,11.49,19.4,54.49
tRF-31-KY7343RX6NMHD,35.54,36.41,2.83,46.57,0.0,9.56,45.53,11.69,40.14,37.33,25.01,9.27,32.42,8.82,34.59,19.74,25.69,7.18,12.63,0.0,15.93,39.39,31.04,10.9
tRF-31-M2OSRNLNKSEK0,20.31,5.2,42.42,11.64,41.87,28.68,10.51,7.79,65.23,37.33,12.5,27.8,63.53,26.47,5.76,59.22,38.54,14.36,18.94,13.46,81.08,26.26,23.28,21.8
tRF-31-N3R718YKISQID,40.62,18.21,8.48,46.57,27.92,28.68,10.51,23.38,75.26,31.11,4.17,32.44,5.96,4.41,17.29,35.53,35.97,7.18,44.19,26.92,11.58,32.82,15.52,21.8
tRF-31-P4R8YP9LON4VD,35142.5,16195.56,33176.2,56978.53,43088.05,50575.92,34982.4,27007.86,48568.05,25357.77,28997.89,106279.16,23284.28,22143.54,27163.35,22603.35,25777.71,18683.74,20801.51,27110.34,35941.76,43737.35,24271.37,39071.44
tRF-31-PER8YP9LON4VD,1934.59,795.86,757.86,1257.39,837.47,2079.05,1639.14,1235.07,2373.21,1779.49,1162.92,2488.31,1027.0,1444.91,968.47,1630.6,1708.41,1292.0,1559.32,2113.37,1343.67,1335.92,1361.99,3509.35
tRF-31-PIR8YP9LON4VD,1452.21,1344.65,1351.71,1641.6,837.47,2308.46,1485.04,1059.74,1871.48,1378.17,1725.62,2298.33,1308.9,1316.97,1337.41,1600.99,1821.45,1227.4,1426.75,2786.42,1704.2,1340.84,1598.69,4119.67
tRF-31-PNR8YO9LON4VD,380.82,299.1,509.01,582.13,293.12,611.77,504.35,249.35,1284.44,317.32,516.85,959.18,328.88,357.37,265.18,410.61,411.05,208.16,404.04,565.36,424.24,339.72,388.03,860.99
tRF-31-PS5P4PW3FJHPB,25.39,10.4,45.25,11.64,13.96,81.25,52.54,15.58,95.33,28.0,50.02,27.8,48.97,52.94,28.82,108.58,23.12,28.71,44.19,13.46,60.81,64.01,42.68,21.8
tRF-31-PSQP4PW3FJI0B,7733.28,4444.87,8192.25,4878.22,5052.76,14290.49,3257.27,3833.78,8549.58,3748.76,13788.27,8604.83,9961.68,7489.27,5349.66,23294.29,8924.83,3273.06,5864.82,4469.03,15469.6,6567.99,7733.47,6571.85
tRF-31-PSQP4PW3FJIKB,10.16,10.4,45.25,23.29,13.96,62.13,10.51,7.79,50.17,12.44,45.85,32.44,39.7,26.47,23.06,78.96,41.1,28.71,25.25,0.0,41.99,13.13,38.8,54.49
tRF-31-PW5SVP9N15WV0,2127.54,1027.34,3777.99,1129.33,1674.95,3780.53,1320.42,759.74,4515.62,917.75,3488.75,1658.87,4178.16,2025.08,1199.06,6812.59,3445.08,782.38,1003.78,1440.32,5318.22,782.84,3554.37,2114.33
tRF-31-R29P4P9L5HLVE,40.62,18.21,39.59,104.78,55.83,19.12,273.19,54.55,30.1,31.11,20.84,37.07,54.92,55.15,167.18,15.79,2.57,7.18,12.63,0.0,18.82,14.77,58.2,10.9
tRF-31-R9J89O9NF5W8B,86.32,13.0,118.77,69.86,55.83,86.03,73.55,23.38,130.45,12.44,129.21,46.34,83.38,28.68,51.88,278.35,92.49,21.53,0.0,0.0,159.27,21.34,73.73,0.0
tRF-31-R9JP9PMNH5SYD,40.62,18.21,118.77,23.29,139.58,186.4,59.54,66.23,35.12,24.89,66.69,97.31,50.95,66.18,57.65,185.56,100.19,64.6,6.31,26.92,118.73,54.16,58.2,87.19
tRF-31-RK9P4P9L5HMVE,5.08,20.81,42.42,34.93,27.92,43.01,94.57,15.58,45.16,9.33,20.84,55.6,29.78,92.65,34.59,43.43,17.98,0.0,50.5,26.92,31.85,16.41,34.92,108.99
tRF-31-RRJ89O9NF5W8B,10.16,0.0,39.59,58.21,0.0,14.34,24.52,7.79,25.09,6.22,16.67,9.27,29.12,28.68,5.76,75.02,12.85,7.18,12.63,0.0,40.54,14.77,34.92,10.9
tRF-31-XSXMSL73VL4YD,456.99,57.22,1388.47,244.49,265.2,1276.11,259.18,105.2,461.6,332.88,575.21,171.45,631.29,269.13,230.59,2398.52,482.98,136.38,151.51,94.23,1204.67,196.94,1032.16,119.88
tRF-32-389MV47P596V5,91.4,65.02,36.76,174.64,125.62,47.79,63.04,58.44,150.52,43.55,66.69,152.91,11.91,44.12,40.35,78.96,166.99,258.4,101.01,174.99,57.92,91.91,69.85,163.48
tRF-32-3JVIJMRPFQ5D5,30.47,7.8,2.83,34.93,69.79,19.12,10.51,11.69,20.07,37.33,8.34,13.9,6.62,4.41,23.06,23.69,28.26,7.18,0.0,26.92,7.24,22.98,7.76,21.8
tRF-32-66XMSL73VL4YK,15.23,0.0,31.11,0.0,0.0,14.34,3.5,0.0,25.09,6.22,16.67,0.0,37.72,15.44,0.0,35.53,38.54,14.36,6.31,0.0,33.3,13.13,15.52,21.8
tRF-32-6978WPRLXN48Q,162.49,189.86,178.15,151.35,125.62,334.56,262.68,237.66,255.89,167.99,141.72,97.31,164.77,260.3,397.77,219.12,277.46,71.78,195.7,430.75,236.01,86.98,302.66,457.74
tRF-32-6SXMSL73VL4YK,18213.58,7186.18,38854.5,15542.77,6881.25,22893.47,12598.29,4020.79,20360.45,10008.09,31102.81,12538.87,37598.82,18238.97,11148.97,59360.95,24595.95,10041.7,11161.48,9301.51,37003.09,8158.29,29913.35,13045.61
tRF-32-79MP909NH57SJ,35.54,54.62,39.59,34.93,13.96,28.68,10.51,35.07,20.07,18.67,29.18,60.24,35.07,48.53,40.35,31.59,28.26,57.42,44.19,40.38,30.41,55.8,19.4,43.59
tRF-32-79MP9P9MH57SJ,233.57,148.25,175.33,139.71,97.71,157.72,206.64,140.26,110.38,112.0,208.41,324.36,172.05,205.16,115.29,90.81,156.71,93.31,189.39,40.38,147.69,241.25,162.97,76.29
tRF-32-79MP9P9NH57YJ,55.85,46.82,31.11,116.43,55.83,28.68,56.04,23.38,15.05,24.89,50.02,92.67,54.26,59.56,103.76,47.38,33.4,28.71,50.5,40.38,53.57,41.03,58.2,43.59
tRF-32-86J8WPMN1E8YN,456.99,171.66,1020.85,430.77,460.61,635.66,532.37,284.42,461.6,354.65,500.18,500.44,925.76,494.14,490.0,1401.61,452.15,157.91,303.03,471.13,1016.44,407.01,593.69,337.86
tRF-32-86V8WPMN1E8YN,137.1,106.64,639.09,186.28,167.49,262.87,364.25,112.99,336.16,167.99,304.28,366.06,452.62,308.84,322.82,876.5,244.06,172.27,189.39,107.69,684.87,223.2,267.74,152.58
tRF-32-87R8WP9I1EWJM,81.24,75.42,93.32,81.5,55.83,76.47,178.62,105.2,60.21,65.33,87.53,185.35,46.98,66.18,51.88,57.25,43.67,43.07,63.13,94.23,55.02,54.16,85.37,43.59
tRF-32-87R8WP9N1EWJM,35670.58,36490.09,33566.44,48269.92,37155.94,32944.61,71933.17,46262.46,31338.43,37226.23,32882.62,41986.2,35993.46,53011.7,51300.23,22238.15,28518.87,35106.48,35403.59,25750.78,28987.4,48534.51,33114.61,29415.29
tRF-32-897PVP941QKSJ,81.24,93.63,33.93,221.21,97.71,90.81,80.56,74.03,115.4,77.78,70.86,97.31,58.23,66.18,57.65,94.76,136.16,86.13,37.88,94.23,69.5,106.68,58.2,76.29
tRF-32-897PVP9N1QKSJ,30.47,41.61,36.76,46.57,0.0,52.57,38.53,3.9,55.19,21.78,33.35,18.53,22.5,37.5,34.59,37.51,30.83,14.36,31.57,26.92,31.85,18.05,27.16,32.7
tRF-32-9MV47P596VW6J,45.7,18.21,33.93,58.21,55.83,28.68,28.02,27.27,20.07,34.22,25.01,13.9,4.63,26.47,23.06,7.9,17.98,28.71,25.25,40.38,8.69,36.11,19.4,54.49
tRF-32-9MVH7P59N3Z6J,35.54,13.0,11.31,11.64,97.71,52.57,31.52,38.96,30.1,3.11,25.01,18.53,5.29,13.24,23.06,21.72,25.69,14.36,12.63,0.0,18.82,16.41,7.76,32.7
tRF-32-FSXMSL73VL4YK,177.72,80.63,633.44,174.64,41.87,358.46,203.14,42.86,275.95,99.55,308.44,139.01,386.45,176.48,138.35,635.66,254.33,78.96,145.2,40.38,395.28,155.91,294.9,163.48
tRF-32-K84J83ML5FX23,35.54,5.2,14.14,23.29,27.92,0.0,14.01,19.48,50.17,3.11,66.69,9.27,25.15,6.62,40.35,0.0,12.85,7.18,0.0,53.84,2.9,3.28,19.4,10.9
tRF-32-KY7343RX6NMH3,472.22,135.24,118.77,116.43,27.92,119.49,126.09,132.47,331.15,118.22,87.53,139.01,103.89,114.71,178.71,98.7,166.99,208.16,113.63,121.15,101.35,173.96,100.89,119.88
tRF-32-LQ947673FEWSJ,15.23,13.0,0.0,0.0,27.92,23.9,10.51,11.69,40.14,6.22,12.5,4.63,10.59,6.62,11.53,9.87,2.57,14.36,6.31,13.46,20.27,14.77,15.52,10.9
tRF-32-LSXMSL73VL4YK,15.23,2.6,5.66,11.64,0.0,23.9,24.52,0.0,0.0,0.0,8.34,13.9,18.53,6.62,17.29,57.25,20.55,0.0,31.57,26.92,20.27,1.64,11.64,10.9
tRF-32-M2OSRNLNKSEKL,45.7,2.6,2.83,46.57,0.0,14.34,17.51,3.9,30.1,18.67,4.17,18.53,42.35,15.44,17.29,13.82,23.12,28.71,0.0,53.84,20.27,31.18,11.64,21.8
tRF-32-MIF91SS2P46I3,5.08,7.8,0.0,23.29,0.0,19.12,14.01,11.69,25.09,18.67,12.5,27.8,2.65,2.21,5.76,17.77,15.41,21.53,0.0,26.92,10.14,4.92,23.28,10.9
tRF-32-MIF91SS2P4FI3,91.4,65.02,42.42,256.14,83.75,86.03,31.52,19.48,175.61,189.77,50.02,148.28,14.56,17.65,17.29,110.55,210.66,93.31,132.57,484.59,57.92,44.31,104.77,185.28
tRF-32-MUWLV47PU9XWP,5.08,15.61,8.48,11.64,13.96,14.34,10.51,15.58,20.07,15.56,16.67,23.17,11.91,17.65,0.0,31.59,25.69,35.89,0.0,40.38,31.85,16.41,11.64,10.9
tRF-32-N3R718YKISQI3,15.23,20.81,19.79,23.29,55.83,14.34,10.51,3.9,35.12,24.89,33.35,50.97,4.63,4.41,11.53,21.72,30.83,21.53,37.88,40.38,7.24,24.62,15.52,32.7
tRF-32-OUR8309NDJ581,55.85,65.02,11.31,46.57,125.62,286.77,168.12,23.38,275.95,40.44,54.19,13.9,25.15,48.53,121.06,136.21,233.78,64.6,12.63,269.22,166.51,42.67,19.4,228.87
tRF-32-P4R8YP9LON4V3,3645.76,788.06,1812.64,6298.61,6532.3,3536.78,2332.63,3093.51,9884.2,1163.51,921.16,3498.46,739.15,622.08,1988.83,1289.08,2715.47,2619.89,934.33,2315.28,2303.64,2253.34,1090.37,3040.71
tRF-32-PER8YP9LON4V3,66.01,23.41,22.62,34.93,27.92,52.57,45.53,35.07,130.45,28.0,8.34,69.51,13.9,11.03,40.35,33.56,25.69,35.89,18.94,80.77,31.85,42.67,19.4,21.8
tRF-32-PIR8YP9LON4V3,50.78,7.8,22.62,69.86,55.83,76.47,52.54,23.38,135.47,46.67,8.34,46.34,13.23,13.24,57.65,49.35,28.26,43.07,12.63,80.77,49.23,50.88,46.56,152.58
tRF-32-PNR8YO9LON4V3,5.08,10.4,39.59,93.14,55.83,23.9,42.03,15.58,441.53,37.33,29.18,60.24,19.19,33.09,28.82,15.79,15.41,14.36,75.76,13.46,15.93,27.9,34.92,54.49
tRF-32-PS5P4PW3FJHP1,45.7,44.21,104.63,34.93,83.75,114.71,115.58,85.71,235.82,56.0,62.52,111.21,76.1,97.06,51.88,84.89,71.93,86.13,18.94,67.3,107.15,95.19,42.68,76.29
tRF-32-PSQP4PW3FJI01,6687.28,7643.93,7884.01,7509.43,8137.46,9329.45,6640.63,7585.73,10712.06,5609.13,10753.85,8989.43,7728.34,8563.58,8428.02,7304.14,4678.22,2088.73,9438.01,5478.6,7094.82,7301.59,5874.8,6778.92
tRF-32-PSQP4PW3FJIK1,45.7,28.61,50.9,34.93,13.96,43.01,35.02,35.07,45.16,34.22,37.51,37.07,39.7,44.12,46.12,41.46,12.85,35.89,69.44,0.0,39.09,31.18,15.52,10.9
tRF-32-PW5SVP9N15WVN,1660.4,1453.88,2053.01,1501.89,1926.19,3230.89,1176.82,767.53,3231.18,1437.28,2271.65,1987.87,2331.94,1623.6,1723.65,2996.67,2592.16,983.35,946.96,1723.0,3024.71,761.51,2320.43,2866.33
tRF-32-Q1Q89P9L8422Q,86.32,93.63,87.66,174.64,97.71,57.35,56.04,54.55,80.28,84.0,66.69,27.8,88.67,97.06,98.0,61.2,28.26,122.02,75.76,0.0,72.4,78.78,108.65,32.7
tRF-32-QKF1R3WE8RO84,35.54,15.61,19.79,23.29,0.0,33.46,35.02,3.9,155.54,28.0,29.18,32.44,54.26,8.82,5.76,102.65,59.09,21.53,0.0,13.46,115.83,9.85,19.4,10.9
tRF-32-R29P4P9L5HJVQ,40.62,26.01,8.48,23.29,83.75,38.24,49.03,38.96,30.1,18.67,12.5,4.63,27.13,19.85,23.06,17.77,28.26,0.0,25.25,67.3,24.61,3.28,23.28,43.59
tRF-32-R9JP9PMNH5SY3,45.7,23.41,19.79,11.64,13.96,19.12,28.02,19.48,15.05,9.33,4.17,27.8,20.51,24.27,11.53,67.12,48.81,7.18,6.31,26.92,37.65,13.13,23.28,43.59
tRF-32-RK9P4P9L5HMVQ,20.31,13.0,39.59,58.21,83.75,19.12,56.04,7.79,95.33,12.44,29.18,27.8,23.82,24.27,17.29,51.33,48.81,64.6,31.57,53.84,72.4,18.05,31.04,54.49
tRF-32-RKVP4PRL5FZU3,269.12,132.64,195.12,1071.11,753.73,229.41,259.18,568.83,587.03,90.22,87.53,857.24,110.51,52.94,190.24,161.88,236.35,172.27,151.51,67.3,234.56,75.49,139.69,272.46
tRF-32-XSXMSL73VL4YK,766.73,182.06,1835.27,686.91,614.15,1567.65,903.63,249.35,727.52,413.76,1346.32,500.44,1359.19,672.82,536.12,2566.32,734.74,265.58,511.36,323.06,1300.23,495.64,1660.78,566.73
tRF-33-1HPSR9O9337KR,20.31,7.8,5.66,69.86,13.96,4.78,10.51,15.58,30.1,34.22,4.17,46.34,1.99,0.0,11.53,27.64,7.71,0.0,18.94,67.3,5.79,8.21,0.0,21.8
tRF-33-389MV47P596V03,167.56,124.84,33.93,360.92,181.45,129.04,140.1,85.71,296.02,208.44,116.71,324.36,40.37,28.68,80.71,114.5,339.11,423.49,119.95,498.05,98.46,57.44,155.21,403.25
tRF-33-3JVIJMRPFQ5D03,20.31,15.61,2.83,93.14,41.87,28.68,14.01,15.58,65.23,59.11,29.18,41.7,4.63,2.21,23.06,27.64,77.07,43.07,18.94,174.99,11.58,1.64,19.4,119.88
tRF-33-3JVIJMRPFQRD03,30.47,13.0,14.14,116.43,41.87,9.56,7.0,0.0,20.07,40.44,4.17,9.27,6.62,2.21,28.82,17.77,33.4,21.53,12.63,107.69,11.58,3.28,15.52,65.39
tRF-33-6978WPRLXN480Q,45.7,23.41,59.38,69.86,153.54,109.93,84.06,50.65,165.57,31.11,25.01,37.07,28.45,63.97,126.82,90.81,92.49,129.2,25.25,188.45,85.43,16.41,42.68,54.49
tRF-33-6978WPRLXN4V05,223.42,215.87,251.68,186.28,390.82,195.96,353.75,237.66,566.96,205.33,304.28,352.16,174.03,191.92,392.0,236.89,323.7,574.22,239.9,403.83,228.77,234.69,225.06,163.48
tRF-33-6978WPRLXN4V0Q,274.19,127.44,472.25,465.7,2079.73,1347.8,1057.74,381.82,712.47,242.66,408.48,704.33,264.03,368.4,905.06,957.43,909.44,782.38,265.15,673.05,909.29,264.23,232.82,817.39
tRF-33-6SXMSL73VL4YDN,24631.74,16481.66,25750.3,25043.08,15856.18,27280.98,18020.07,9713.01,20832.08,23232.95,32965.98,22839.64,27122.98,23588.45,24505.82,36964.87,31599.15,19588.14,19330.56,26060.39,29637.51,15254.74,30953.28,32881.04
tRF-33-79MP9P9MH57SD3,40.62,54.62,22.62,93.14,41.87,4.78,24.52,38.96,15.05,31.11,33.35,23.17,23.82,24.27,46.12,9.87,17.98,14.36,31.57,40.38,27.51,27.9,23.28,10.9
tRF-33-79MP9P9NH57YD3,15.23,18.21,5.66,23.29,0.0,4.78,28.02,31.17,5.02,9.33,8.34,13.9,6.62,6.62,11.53,11.84,5.14,14.36,25.25,0.0,13.03,14.77,11.64,10.9
tRF-33-86J8WPMN1E8Y0E,1467.44,923.31,2463.05,2177.15,2442.63,2074.27,1957.87,1301.3,2122.34,1546.17,1821.49,2001.77,1969.97,1455.94,2530.71,2214.93,1356.45,1579.11,1281.55,1871.07,1604.3,1527.94,1490.04,1830.96
tRF-33-86V8WPMN1E8Y0E,649.94,460.35,1289.49,780.05,1172.46,1156.62,1320.42,592.21,1194.13,836.86,808.62,926.75,1042.89,840.48,1354.71,1188.4,544.64,689.07,580.8,673.05,870.2,777.92,803.23,730.21
tRF-33-87R8WP9I1EWJDW,390.98,520.17,885.11,1001.26,795.6,520.96,693.48,522.08,1354.69,491.54,487.67,810.9,321.6,390.46,634.12,307.96,498.39,466.56,782.82,821.12,298.27,372.55,535.48,555.83
tRF-33-87R8WP9N1EWJDW,273315.36,388896.4,264510.35,279793.23,294093.02,231544.23,295231.42,328707.35,326007.99,287552.89,262298.16,179505.95,213828.03,268444.68,348742.43,146027.53,235693.68,290068.12,377053.32,286368.1,176523.39,285909.35,277151.54,301869.11
tRF-33-897PVP941QKSD3,0.0,18.21,8.48,11.64,83.75,66.91,31.52,46.75,190.66,9.33,16.67,4.63,21.18,11.03,34.59,21.72,25.69,21.53,12.63,53.84,37.65,19.69,23.28,87.19
tRF-33-897PVP9N1QKSD3,15.23,7.8,2.83,34.93,41.87,28.68,21.01,3.9,35.12,12.44,0.0,27.8,8.6,4.41,23.06,11.84,17.98,7.18,18.94,13.46,26.06,26.26,3.88,32.7
tRF-33-9LON4VN1EH6KDJ,96.48,39.01,31.11,128.07,153.54,90.81,38.53,46.75,50.17,90.22,62.52,55.6,3.31,26.47,98.0,19.74,53.95,50.24,25.25,242.3,27.51,101.75,50.44,87.19
tRF-33-9MVH7P59N3Z6DJ,25.39,13.0,16.97,34.93,97.71,43.01,17.51,35.07,5.02,15.56,8.34,18.53,0.66,11.03,17.29,27.64,12.85,7.18,31.57,26.92,15.93,22.98,31.04,43.59
tRF-33-EH623K7SIR3DDY,20.31,5.2,39.59,11.64,27.92,9.56,3.5,42.86,20.07,18.67,16.67,18.53,11.25,4.41,0.0,47.38,138.73,14.36,12.63,0.0,53.57,8.21,31.04,10.9
tRF-33-FSXMSL73VL4YDN,152.33,140.45,260.16,325.99,167.49,344.12,171.62,97.4,285.99,230.21,320.95,273.39,227.64,196.33,161.41,335.6,190.11,186.62,170.45,349.98,318.54,229.76,314.31,272.46
tRF-33-KY7343RX6NMHD5,60.93,39.01,16.97,34.93,13.96,28.68,21.01,38.96,65.23,84.0,29.18,18.53,23.16,48.53,5.76,11.84,66.79,129.2,50.5,67.3,20.27,91.91,34.92,65.39
tRF-33-LSXMSL73VL4YDN,15.23,2.6,11.31,23.29,13.96,9.56,10.51,0.0,15.05,3.11,20.84,0.0,11.25,17.65,23.06,13.82,10.28,7.18,0.0,40.38,18.82,6.56,34.92,0.0
tRF-33-N3R718YKISQID5,30.47,7.8,11.31,69.86,41.87,9.56,0.0,0.0,20.07,9.33,12.5,32.44,2.65,6.62,5.76,25.66,17.98,28.71,6.31,13.46,4.34,8.21,15.52,10.9
tRF-33-OUR8309NDJ58W,35.54,31.21,5.66,11.64,195.41,229.41,84.06,15.58,185.64,18.67,16.67,23.17,10.59,11.03,109.53,59.22,102.76,71.78,25.25,67.3,60.81,22.98,7.76,196.17
tRF-33-P4R8YP9LON4VDP,137.1,234.08,93.32,232.85,237.28,66.91,77.05,241.56,245.85,105.77,125.04,157.55,51.61,79.41,115.29,86.86,92.49,71.78,145.2,148.07,79.64,128.01,85.37,141.68
tRF-33-PS5P4PW3FJHPW,482.38,382.33,494.87,593.77,935.18,621.33,931.65,514.29,2413.35,323.54,383.47,301.19,525.41,419.13,691.77,629.74,421.32,272.76,441.91,592.28,453.2,484.15,539.36,479.54
tRF-33-PSQP4PW3FJI0V,1147.55,2278.35,1592.07,1734.74,1493.5,1343.02,1457.02,1425.98,3386.72,2180.81,2154.94,1019.42,1306.25,1378.73,2184.83,809.38,806.68,222.51,3547.94,1480.7,816.63,789.41,1804.35,1296.93
tRF-33-PSQP4PW3FJI0W,10226.41,20497.39,13929.93,14064.17,13371.67,10428.71,11852.27,15533.81,22668.43,15688.78,19661.21,7525.17,9450.16,12289.47,15426.39,7385.08,7681.42,5433.57,30750.87,10997.59,7220.79,7314.72,13220.24,12522.48
tRF-33-PSQP4PW3FJIKW,126.94,244.48,186.64,163.0,139.58,62.13,154.11,194.81,265.92,161.77,191.74,50.97,121.76,127.95,161.41,75.02,87.35,64.6,189.39,188.45,62.26,83.7,100.89,87.19
tRF-33-PW5SVP9N15WV0E,873.36,514.97,667.37,1350.53,2763.66,1768.39,549.88,1071.43,1570.43,457.32,516.85,481.91,377.19,368.4,882.0,996.92,1174.05,990.53,416.66,969.19,842.69,439.84,570.41,1514.9
tRF-33-Q1Q89P9L842205,10.16,49.42,50.9,93.14,27.92,19.12,21.01,62.34,55.19,49.78,33.35,9.27,64.19,48.53,11.53,15.79,41.1,21.53,37.88,40.38,18.82,55.8,23.28,76.29
tRF-33-QKF1R3WE8RO8DX,35.54,7.8,22.62,11.64,69.79,38.24,21.01,7.79,20.07,31.11,4.17,32.44,39.7,13.24,17.29,25.66,30.83,28.71,0.0,26.92,20.27,4.92,23.28,21.8
tRF-33-R9J89O9NF5W8W,30.47,20.81,31.11,23.29,55.83,14.34,24.52,11.69,70.24,18.67,33.35,13.9,21.18,17.65,11.53,25.66,12.85,14.36,12.63,0.0,31.85,1.64,15.52,21.8
tRF-33-R9JP9PMNH5SYDQ,15.23,10.4,19.79,34.93,55.83,19.12,14.01,11.69,60.21,21.78,8.34,23.17,6.62,17.65,28.82,7.9,5.14,14.36,31.57,53.84,8.69,6.56,15.52,54.49
tRF-33-RKVP4PRL5FZUDP,40.62,54.62,42.42,174.64,41.87,38.24,56.04,335.07,95.33,80.89,41.68,134.38,31.76,24.27,74.94,84.89,79.64,50.24,113.63,40.38,49.23,22.98,34.92,108.99
tRF-33-RPM8309MUKLYD7,20.31,13.0,16.97,58.21,0.0,62.13,59.54,3.9,100.35,3.11,41.68,4.63,35.07,37.5,0.0,57.25,38.54,0.0,25.25,53.84,70.95,9.85,7.76,76.29
tRF-33-RPM830MMUKLYD7,20.31,10.4,8.48,34.93,0.0,28.68,17.51,11.69,90.31,9.33,12.5,4.63,10.59,17.65,23.06,57.25,20.55,0.0,0.0,13.46,28.96,9.85,23.28,76.29
tRF-33-XSXMSL73VL4YDN,908.9,452.55,803.11,814.98,753.73,1409.93,746.02,405.2,647.24,631.53,937.84,792.37,849.66,743.41,801.3,1176.56,631.98,473.73,454.54,565.36,838.35,521.89,1074.85,1362.32
tRF-34-1HPSR9O9337K0V,55.85,15.61,5.66,34.93,27.92,4.78,14.01,23.38,45.16,12.44,8.34,37.07,0.0,0.0,5.76,15.79,33.4,14.36,6.31,13.46,8.69,19.69,0.0,65.39
tRF-34-389MV47P596VJ5,50.78,41.61,2.83,151.35,195.41,33.46,49.03,50.65,80.28,96.44,70.86,213.15,5.29,6.62,40.35,31.59,123.31,200.98,82.07,242.3,17.38,16.41,46.56,98.09
tRF-34-4R94SX73V2Y81W,81.24,98.83,28.28,58.21,41.87,81.25,49.03,35.07,75.26,49.78,29.18,41.7,29.78,37.5,46.12,23.69,53.95,57.42,50.5,40.38,34.75,64.01,62.09,32.7
tRF-34-6SXMSL73VL4YHE,9530.77,7017.12,12965.64,19326.6,18354.64,20279.12,11155.28,7223.4,15418.35,12033.35,14350.98,7233.25,7647.61,7372.36,14901.8,15064.3,14571.57,14226.34,8977.16,17997.28,11276.42,10273.76,12719.67,20587.43
tRF-34-79MP9P9NH57S1O,86.32,57.22,42.42,11.64,83.75,66.91,42.03,101.3,125.43,77.78,25.01,27.8,43.01,33.09,57.65,31.59,46.24,93.31,18.94,148.07,55.02,60.72,69.85,54.49
